0 verbose cli /usr/bin/node /tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/.bin/npm
1 info using npm@11.18.0
2 info using node@v22.22.1
3 silly config load:file:/tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/npm/npmrc
4 silly config load:file:/tmp/pi-lens-lockfile-complete-hw37Xu/tree/.npmrc
5 silly config load:file:/home/akis/.npmrc
6 silly config load:file:/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--ignore-scripts" "--no-audit" "--no-fund"
238 http cache @taplo/cli@https://registry.npmjs.org/@taplo/cli/-/cli-0.7.0.tgz 0ms (cache hit)
239 http cache @stryker-mutator/instrumenter@https://registry.npmjs.org/@stryker-mutator/instrumenter/-/instrumenter-10.0.0.tgz 0ms (cache hit)
240 http cache @stryker-mutator/core@https://registry.npmjs.org/@stryker-mutator/core/-/core-10.0.0.tgz 0ms (cache hit)
241 http cache @stryker-mutator/api@https://registry.npmjs.org/@stryker-mutator/api/-/api-10.0.0.tgz 0ms (cache hit)
242 http cache @stryker-mutator/util@https://registry.npmjs.org/@stryker-mutator/util/-/util-10.0.0.tgz 1ms (cache hit)
243 http cache @sindresorhus/merge-streams@https://registry.npmjs.org/@sindresorhus/merge-streams/-/merge-streams-4.0.0.tgz 0ms (cache hit)
244 http cache @rolldown/binding-linux-x64-musl@https://registry.npmjs.org/@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.2.8.tgz 0ms (cache hit)
245 http cache @rolldown/pluginutils@https://registry.npmjs.org/@rolldown/pluginutils/-/pluginutils-1.0.1.tgz 0ms (cache hit)
246 http cache @rolldown/binding-linux-x64-gnu@https://registry.npmjs.org/@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.2.8.tgz 0ms (cache hit)
247 http cache @sec-ant/readable-stream@https://registry.npmjs.org/@sec-ant/readable-stream/-/readable-stream-0.4.1.tgz 0ms (cache hit)
248 http cache @publint/pack@https://registry.npmjs.org/@publint/pack/-/pack-0.1.7.tgz 0ms (cache hit)
249 http cache @oxlint-tsgolint/linux-x64@https://registry.npmjs.org/@oxlint-tsgolint/linux-x64/-/linux-x64-7.0.2001.tgz 0ms (cache hit)
250 http cache @oxlint/binding-linux-x64-gnu@https://registry.npmjs.org/@oxlint/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.81.0.tgz 0ms (cache hit)
251 http cache @oxfmt/binding-linux-x64-musl@https://registry.npmjs.org/@oxfmt/binding-linux-x64-musl/-/binding-linux-x64-musl-0.66.0.tgz 0ms (cache hit)
252 http cache @oxlint/binding-linux-x64-musl@https://registry.npmjs.org/@oxlint/binding-linux-x64-musl/-/binding-linux-x64-musl-1.81.0.tgz 0ms (cache hit)
253 http cache @oxfmt/binding-linux-x64-gnu@https://registry.npmjs.org/@oxfmt/binding-linux-x64-gnu/-/binding-linux-x64-gnu-0.66.0.tgz 0ms (cache hit)
254 http cache @oxc-project/types@https://registry.npmjs.org/@oxc-project/types/-/types-0.149.0.tgz 0ms (cache hit)
255 http cache @oxc-resolver/binding-linux-x64-musl@https://registry.npmjs.org/@oxc-resolver/binding-linux-x64-musl/-/binding-linux-x64-musl-11.24.2.tgz 0ms (cache hit)
256 http cache @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz 0ms (cache hit)
257 http cache @oxc-resolver/binding-linux-x64-gnu@https://registry.npmjs.org/@oxc-resolver/binding-linux-x64-gnu/-/binding-linux-x64-gnu-11.24.2.tgz 0ms (cache hit)
258 http cache @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz 0ms (cache hit)
259 http cache @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz 0ms (cache hit)
260 http cache @oxc-parser/binding-linux-x64-musl@https://registry.npmjs.org/@oxc-parser/binding-linux-x64-musl/-/binding-linux-x64-musl-0.147.0.tgz 0ms (cache hit)
261 http cache @jridgewell/gen-mapping@https://registry.npmjs.org/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz 0ms (cache hit)
262 http cache @inquirer/type@https://registry.npmjs.org/@inquirer/type/-/type-4.1.1.tgz 0ms (cache hit)
263 http cache @oxc-parser/binding-linux-x64-gnu@https://registry.npmjs.org/@oxc-parser/binding-linux-x64-gnu/-/binding-linux-x64-gnu-0.147.0.tgz 0ms (cache hit)
264 http cache @inquirer/select@https://registry.npmjs.org/@inquirer/select/-/select-5.2.5.tgz 0ms (cache hit)
265 http cache @inquirer/search@https://registry.npmjs.org/@inquirer/search/-/search-4.3.3.tgz 0ms (cache hit)
266 http cache @inquirer/rawlist@https://registry.npmjs.org/@inquirer/rawlist/-/rawlist-5.3.5.tgz 0ms (cache hit)
267 http cache @inquirer/prompts@https://registry.npmjs.org/@inquirer/prompts/-/prompts-8.7.2.tgz 0ms (cache hit)
268 http cache @inquirer/password@https://registry.npmjs.org/@inquirer/password/-/password-5.2.2.tgz 0ms (cache hit)
269 http cache @inquirer/number@https://registry.npmjs.org/@inquirer/number/-/number-4.2.3.tgz 0ms (cache hit)
270 http cache @inquirer/figures@https://registry.npmjs.org/@inquirer/figures/-/figures-2.0.9.tgz 0ms (cache hit)
271 http cache @inquirer/input@https://registry.npmjs.org/@inquirer/input/-/input-5.1.6.tgz 0ms (cache hit)
272 http cache @inquirer/external-editor@https://registry.npmjs.org/@inquirer/external-editor/-/external-editor-3.0.5.tgz 0ms (cache hit)
273 http cache @inquirer/expand@https://registry.npmjs.org/@inquirer/expand/-/expand-5.1.5.tgz 0ms (cache hit)
274 http cache @inquirer/core@https://registry.npmjs.org/@inquirer/core/-/core-12.0.3.tgz 0ms (cache hit)
275 http cache @inquirer/checkbox@https://registry.npmjs.org/@inquirer/checkbox/-/checkbox-5.2.5.tgz 0ms (cache hit)
276 http cache @inquirer/ansi@https://registry.npmjs.org/@inquirer/ansi/-/ansi-2.0.8.tgz 0ms (cache hit)
277 http cache @inquirer/confirm@https://registry.npmjs.org/@inquirer/confirm/-/confirm-6.3.2.tgz 0ms (cache hit)
278 http cache @inquirer/editor@https://registry.npmjs.org/@inquirer/editor/-/editor-5.3.3.tgz 0ms (cache hit)
279 http cache @biomejs/cli-linux-x64@https://registry.npmjs.org/@biomejs/cli-linux-x64/-/cli-linux-x64-2.5.12.tgz 0ms (cache hit)
280 http cache @earendil-works/pi-tui@https://registry.npmjs.org/@earendil-works/pi-tui/-/pi-tui-0.85.1.tgz 0ms (cache hit)
281 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-7.29.8.tgz 0ms (cache hit)
282 http cache @bcoe/v8-coverage@https://registry.npmjs.org/@bcoe/v8-coverage/-/v8-coverage-1.0.2.tgz 0ms (cache hit)
283 http cache @biomejs/biome@https://registry.npmjs.org/@biomejs/biome/-/biome-2.5.12.tgz 0ms (cache hit)
284 http cache @babel/template@https://registry.npmjs.org/@babel/template/-/template-8.0.0.tgz 0ms (cache hit)
285 http cache @babel/traverse@https://registry.npmjs.org/@babel/traverse/-/traverse-8.0.4.tgz 0ms (cache hit)
286 http cache @babel/preset-react@https://registry.npmjs.org/@babel/preset-react/-/preset-react-8.0.1.tgz 0ms (cache hit)
287 http cache @babel/preset-typescript@https://registry.npmjs.org/@babel/preset-typescript/-/preset-typescript-8.0.1.tgz 0ms (cache hit)
288 http cache @babel/plugin-transform-typescript@https://registry.npmjs.org/@babel/plugin-transform-typescript/-/plugin-transform-typescript-8.0.1.tgz 0ms (cache hit)
289 http cache @babel/plugin-transform-react-pure-annotations@https://registry.npmjs.org/@babel/plugin-transform-react-pure-annotations/-/plugin-transform-react-pure-annotations-8.0.1.tgz 0ms (cache hit)
290 http cache @babel/plugin-transform-react-jsx-development@https://registry.npmjs.org/@babel/plugin-transform-react-jsx-development/-/plugin-transform-react-jsx-development-8.0.1.tgz 0ms (cache hit)
291 http cache @babel/plugin-transform-react-jsx@https://registry.npmjs.org/@babel/plugin-transform-react-jsx/-/plugin-transform-react-jsx-8.0.1.tgz 0ms (cache hit)
292 http cache @babel/plugin-transform-react-display-name@https://registry.npmjs.org/@babel/plugin-transform-react-display-name/-/plugin-transform-react-display-name-8.0.1.tgz 0ms (cache hit)
293 http cache @babel/plugin-transform-modules-commonjs@https://registry.npmjs.org/@babel/plugin-transform-modules-commonjs/-/plugin-transform-modules-commonjs-8.0.1.tgz 0ms (cache hit)
294 http cache @babel/plugin-transform-explicit-resource-management@https://registry.npmjs.org/@babel/plugin-transform-explicit-resource-management/-/plugin-transform-explicit-resource-management-8.0.1.tgz 0ms (cache hit)
295 http cache @babel/plugin-syntax-typescript@https://registry.npmjs.org/@babel/plugin-syntax-typescript/-/plugin-syntax-typescript-8.0.3.tgz 0ms (cache hit)
296 http cache @babel/plugin-transform-destructuring@https://registry.npmjs.org/@babel/plugin-transform-destructuring/-/plugin-transform-destructuring-8.0.1.tgz 0ms (cache hit)
297 http cache @babel/plugin-syntax-decorators@https://registry.npmjs.org/@babel/plugin-syntax-decorators/-/plugin-syntax-decorators-8.0.1.tgz 0ms (cache hit)
298 http cache @babel/plugin-syntax-jsx@https://registry.npmjs.org/@babel/plugin-syntax-jsx/-/plugin-syntax-jsx-8.0.1.tgz 0ms (cache hit)
299 http cache @babel/plugin-proposal-decorators@https://registry.npmjs.org/@babel/plugin-proposal-decorators/-/plugin-proposal-decorators-8.0.2.tgz 0ms (cache hit)
300 http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-7.29.8.tgz 0ms (cache hit)
301 http cache @babel/helpers@https://registry.npmjs.org/@babel/helpers/-/helpers-8.0.0.tgz 0ms (cache hit)
302 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz 0ms (cache hit)
303 http cache @babel/helper-validator-option@https://registry.npmjs.org/@babel/helper-validator-option/-/helper-validator-option-8.0.0.tgz 0ms (cache hit)
304 http cache @babel/helper-replace-supers@https://registry.npmjs.org/@babel/helper-replace-supers/-/helper-replace-supers-8.0.1.tgz 0ms (cache hit)
305 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz 0ms (cache hit)
306 http cache @babel/helper-skip-transparent-expression-wrappers@https://registry.npmjs.org/@babel/helper-skip-transparent-expression-wrappers/-/helper-skip-transparent-expression-wrappers-8.0.0.tgz 0ms (cache hit)
307 http cache @babel/helper-plugin-utils@https://registry.npmjs.org/@babel/helper-plugin-utils/-/helper-plugin-utils-8.0.1.tgz 0ms (cache hit)
308 http cache @babel/helper-optimise-call-expression@https://registry.npmjs.org/@babel/helper-optimise-call-expression/-/helper-optimise-call-expression-8.0.0.tgz 0ms (cache hit)
309 http cache @babel/helper-module-transforms@https://registry.npmjs.org/@babel/helper-module-transforms/-/helper-module-transforms-8.0.1.tgz 0ms (cache hit)
310 http cache @babel/helper-module-imports@https://registry.npmjs.org/@babel/helper-module-imports/-/helper-module-imports-8.0.0.tgz 0ms (cache hit)
311 http cache @babel/helper-member-expression-to-functions@https://registry.npmjs.org/@babel/helper-member-expression-to-functions/-/helper-member-expression-to-functions-8.0.0.tgz 0ms (cache hit)
312 http cache @babel/helper-create-class-features-plugin@https://registry.npmjs.org/@babel/helper-create-class-features-plugin/-/helper-create-class-features-plugin-8.0.1.tgz 0ms (cache hit)
313 http cache @babel/helper-annotate-as-pure@https://registry.npmjs.org/@babel/helper-annotate-as-pure/-/helper-annotate-as-pure-8.0.0.tgz 0ms (cache hit)
314 http cache @babel/helper-compilation-targets@https://registry.npmjs.org/@babel/helper-compilation-targets/-/helper-compilation-targets-8.0.0.tgz 0ms (cache hit)
315 http cache @babel/helper-globals@https://registry.npmjs.org/@babel/helper-globals/-/helper-globals-8.0.0.tgz 0ms (cache hit)
316 http cache @babel/core@https://registry.npmjs.org/@babel/core/-/core-8.0.1.tgz 0ms (cache hit)
317 http cache @babel/generator@https://registry.npmjs.org/@babel/generator/-/generator-8.0.0.tgz 0ms (cache hit)
318 http cache @babel/compat-data@https://registry.npmjs.org/@babel/compat-data/-/compat-data-8.0.0.tgz 0ms (cache hit)
319 http cache @babel/code-frame@https://registry.npmjs.org/@babel/code-frame/-/code-frame-8.0.0.tgz 0ms (cache hit)
320 http cache @ast-grep/napi-linux-x64-gnu@https://registry.npmjs.org/@ast-grep/napi-linux-x64-gnu/-/napi-linux-x64-gnu-0.45.3.tgz 0ms (cache hit)
321 http cache @ast-grep/napi-linux-x64-musl@https://registry.npmjs.org/@ast-grep/napi-linux-x64-musl/-/napi-linux-x64-musl-0.45.3.tgz 0ms (cache hit)
322 http cache @ast-grep/napi@https://registry.npmjs.org/@ast-grep/napi/-/napi-0.45.3.tgz 0ms (cache hit)
323 http cache @ast-grep/cli@https://registry.npmjs.org/@ast-grep/cli/-/cli-0.45.3.tgz 0ms (cache hit)
324 http cache tinyexec@https://registry.npmjs.org/tinyexec/-/tinyexec-1.3.0.tgz 0ms (cache hit)
325 http cache @ast-grep/cli-linux-x64-gnu@https://registry.npmjs.org/@ast-grep/cli-linux-x64-gnu/-/cli-linux-x64-gnu-0.45.3.tgz 0ms (cache hit)
326 http cache picomatch@https://registry.npmjs.org/picomatch/-/picomatch-4.0.7.tgz 0ms (cache hit)
327 http cache @oxc-project/types@https://registry.npmjs.org/@oxc-project/types/-/types-0.147.0.tgz 0ms (cache hit)
328 http cache path-key@https://registry.npmjs.org/path-key/-/path-key-4.0.0.tgz 0ms (cache hit)
329 http cache picomatch@https://registry.npmjs.org/picomatch/-/picomatch-4.0.7.tgz 0ms (cache hit)
330 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
331 http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 0ms (cache hit)
332 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
333 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
334 http cache commander@https://registry.npmjs.org/commander/-/commander-14.0.3.tgz 0ms (cache hit)
335 http cache chalk@https://registry.npmjs.org/chalk/-/chalk-5.6.2.tgz 0ms (cache hit)
336 http cache yaml@https://registry.npmjs.org/yaml/-/yaml-2.9.0.tgz 0ms (cache hit)
337 http cache ws@https://registry.npmjs.org/ws/-/ws-8.21.0.tgz 0ms (cache hit)
338 http cache which@https://registry.npmjs.org/which/-/which-2.0.2.tgz 0ms (cache hit)
339 http cache xml-naming@https://registry.npmjs.org/xml-naming/-/xml-naming-0.1.0.tgz 0ms (cache hit)
340 http cache web-streams-polyfill@https://registry.npmjs.org/web-streams-polyfill/-/web-streams-polyfill-3.3.3.tgz 0ms (cache hit)
341 http cache undici-types@https://registry.npmjs.org/undici-types/-/undici-types-6.21.0.tgz 0ms (cache hit)
342 http cache typebox@https://registry.npmjs.org/typebox/-/typebox-1.3.7.tgz 0ms (cache hit)
343 http cache ts-algebra@https://registry.npmjs.org/ts-algebra/-/ts-algebra-2.0.0.tgz 0ms (cache hit)
344 http cache undici@https://registry.npmjs.org/undici/-/undici-8.9.0.tgz 0ms (cache hit)
345 http cache tslib@https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz 0ms (cache hit)
346 http cache strnum@https://registry.npmjs.org/strnum/-/strnum-2.3.0.tgz 0ms (cache hit)
347 http cache standardwebhooks@https://registry.npmjs.org/standardwebhooks/-/standardwebhooks-1.1.1.tgz 0ms (cache hit)
348 http cache shebang-regex@https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz 0ms (cache hit)
349 http cache semver@https://registry.npmjs.org/semver/-/semver-7.8.0.tgz 0ms (cache hit)
350 http cache signal-exit@https://registry.npmjs.org/signal-exit/-/signal-exit-3.0.7.tgz 0ms (cache hit)
351 http cache safe-buffer@https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz 0ms (cache hit)
352 http cache shebang-command@https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz 0ms (cache hit)
353 http cache retry@https://registry.npmjs.org/retry/-/retry-0.13.1.tgz 0ms (cache hit)
354 http cache protobufjs@https://registry.npmjs.org/protobufjs/-/protobufjs-7.6.5.tgz 0ms (cache hit)
355 http cache proper-lockfile@https://registry.npmjs.org/proper-lockfile/-/proper-lockfile-4.1.2.tgz 0ms (cache hit)
356 http cache path-key@https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz 0ms (cache hit)
357 http cache path-expression-matcher@https://registry.npmjs.org/path-expression-matcher/-/path-expression-matcher-1.5.0.tgz 0ms (cache hit)
358 http cache retry@https://registry.npmjs.org/retry/-/retry-0.12.0.tgz 0ms (cache hit)
359 http cache partial-json@https://registry.npmjs.org/partial-json/-/partial-json-0.1.7.tgz 0ms (cache hit)
360 http cache p-retry@https://registry.npmjs.org/p-retry/-/p-retry-4.6.2.tgz 0ms (cache hit)
361 http cache node-fetch@https://registry.npmjs.org/node-fetch/-/node-fetch-3.3.2.tgz 0ms (cache hit)
362 http cache @types/retry@https://registry.npmjs.org/@types/retry/-/retry-0.12.0.tgz 0ms (cache hit)
363 http cache openai@https://registry.npmjs.org/openai/-/openai-6.40.0.tgz 0ms (cache hit)
364 http cache ms@https://registry.npmjs.org/ms/-/ms-2.1.3.tgz 0ms (cache hit)
365 http cache node-domexception@https://registry.npmjs.org/node-domexception/-/node-domexception-1.0.0.tgz 0ms (cache hit)
366 http cache marked@https://registry.npmjs.org/marked/-/marked-18.0.5.tgz 0ms (cache hit)
367 http cache minimatch@https://registry.npmjs.org/minimatch/-/minimatch-10.2.5.tgz 0ms (cache hit)
368 http cache lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-11.4.0.tgz 0ms (cache hit)
369 http cache long@https://registry.npmjs.org/long/-/long-5.3.2.tgz 0ms (cache hit)
370 http cache jws@https://registry.npmjs.org/jws/-/jws-4.0.1.tgz 0ms (cache hit)
371 http cache json-schema-to-ts@https://registry.npmjs.org/json-schema-to-ts/-/json-schema-to-ts-3.1.1.tgz 0ms (cache hit)
372 http cache jwa@https://registry.npmjs.org/jwa/-/jwa-2.0.1.tgz 0ms (cache hit)
373 http cache json-bigint@https://registry.npmjs.org/json-bigint/-/json-bigint-1.0.0.tgz 0ms (cache hit)
374 http cache jiti@https://registry.npmjs.org/jiti/-/jiti-2.7.0.tgz 0ms (cache hit)
375 http cache isexe@https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz 0ms (cache hit)
376 http cache https-proxy-agent@https://registry.npmjs.org/https-proxy-agent/-/https-proxy-agent-7.0.6.tgz 0ms (cache hit)
377 http cache ignore@https://registry.npmjs.org/ignore/-/ignore-7.0.5.tgz 0ms (cache hit)
378 http cache hosted-git-info@https://registry.npmjs.org/hosted-git-info/-/hosted-git-info-9.0.3.tgz 0ms (cache hit)
379 http cache http-proxy-agent@https://registry.npmjs.org/http-proxy-agent/-/http-proxy-agent-7.0.2.tgz 0ms (cache hit)
380 http cache highlight.js@https://registry.npmjs.org/highlight.js/-/highlight.js-10.7.3.tgz 0ms (cache hit)
381 http cache graceful-fs@https://registry.npmjs.org/graceful-fs/-/graceful-fs-4.2.11.tgz 0ms (cache hit)
382 http cache grok-mermaid@https://registry.npmjs.org/grok-mermaid/-/grok-mermaid-0.2.2.tgz 0ms (cache hit)
383 http cache google-logging-utils@https://registry.npmjs.org/google-logging-utils/-/google-logging-utils-1.1.3.tgz 0ms (cache hit)
384 http cache google-auth-library@https://registry.npmjs.org/google-auth-library/-/google-auth-library-10.6.2.tgz 0ms (cache hit)
385 http cache get-east-asian-width@https://registry.npmjs.org/get-east-asian-width/-/get-east-asian-width-1.6.0.tgz 0ms (cache hit)
386 http cache formdata-polyfill@https://registry.npmjs.org/formdata-polyfill/-/formdata-polyfill-4.0.10.tgz 0ms (cache hit)
387 http cache fetch-blob@https://registry.npmjs.org/fetch-blob/-/fetch-blob-3.2.0.tgz 0ms (cache hit)
388 http cache gaxios@https://registry.npmjs.org/gaxios/-/gaxios-7.1.4.tgz 0ms (cache hit)
389 http cache fast-xml-parser@https://registry.npmjs.org/fast-xml-parser/-/fast-xml-parser-5.7.3.tgz 0ms (cache hit)
390 http cache gcp-metadata@https://registry.npmjs.org/gcp-metadata/-/gcp-metadata-8.1.2.tgz 0ms (cache hit)
391 http cache fast-xml-builder@https://registry.npmjs.org/fast-xml-builder/-/fast-xml-builder-1.2.0.tgz 0ms (cache hit)
392 http cache fast-sha256@https://registry.npmjs.org/fast-sha256/-/fast-sha256-1.3.0.tgz 0ms (cache hit)
393 http cache extend@https://registry.npmjs.org/extend/-/extend-3.0.2.tgz 0ms (cache hit)
394 http cache ecdsa-sig-formatter@https://registry.npmjs.org/ecdsa-sig-formatter/-/ecdsa-sig-formatter-1.0.11.tgz 0ms (cache hit)
395 http cache esbuild@https://registry.npmjs.org/esbuild/-/esbuild-0.28.1.tgz 0ms (cache hit)
396 http cache diff@https://registry.npmjs.org/diff/-/diff-8.0.4.tgz 0ms (cache hit)
397 http cache debug@https://registry.npmjs.org/debug/-/debug-4.4.3.tgz 0ms (cache hit)
398 http cache cross-spawn@https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz 0ms (cache hit)
399 http cache data-uri-to-buffer@https://registry.npmjs.org/data-uri-to-buffer/-/data-uri-to-buffer-4.0.1.tgz 0ms (cache hit)
400 http cache chalk@https://registry.npmjs.org/chalk/-/chalk-5.6.2.tgz 0ms (cache hit)
